,Cohort Date,Split 1,Split 2,Split 3,Cohort Date.1,Registration C,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share
0,2025-12-23,TS_KOKO_C,Italy,,2025-12-23,10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,17,17,17,17,17,0.0
1,2025-12-23,TS_KOKO_C,Italy,45KO,2025-12-23,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,18,18,18,18,18,0.0
2,2025-12-22,ASO_MM,Hungary,Default,2025-12-22,14,1,77,1.0,0.0,0.0,0.0,77,1,77,77,1,77,1,1,77,95.0,70,70,70,70,70,0.0
3,2025-12-22,ASO_MM,Norway,Default,2025-12-22,1,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,180.0,19,19,19,19,19,0.0
4,2025-12-22,EmberHoldings_C,Spain,54809,2025-12-22,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,-14,-14,-14,-14,-14,0.0
5,2025-12-22,MarlerinoFB_DJ_C,Canada,Default,2025-12-22,1,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,25,25,25,25,25,0.0
6,2025-12-22,MarlerinoFB_DJ_C,Hungary,Default,2025-12-22,32,9,204,1.56,11.11,11.11,11.11,397,14,397,397,14,397,14,14,397,720.0,295,295,295,295,295,0.0
7,2025-12-22,MarlerinoFB_DJ_C,Italy,Default,2025-12-22,1,1,40,1.0,0.0,0.0,0.0,40,1,40,40,1,40,1,1,40,120.0,35,35,35,35,35,0.0
8,2025-12-22,MarlerinoFB_TC_C,Italy,EM,2025-12-22,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,16,16,0.0
9,2025-12-22,poxchka,Switzerland,CHNoutPopitower,2025-12-22,1,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,200.0,17,17,17,17,17,0.0
10,2025-12-22,poxchka,Switzerland,CHTelochka,2025-12-22,2,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,180.0,16,16,16,16,16,0.0
11,2025-12-22,poxchka,Switzerland,musp22,2025-12-22,1,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,180.0,16,16,16,16,16,0.0
12,2025-12-22,riddickspartners,Poland,inhouseinapp,2025-12-22,33,4,140,1.0,0.0,0.0,0.0,140,4,140,140,4,140,4,4,140,600.0,116,116,116,116,116,0.0
13,2025-12-22,RMT_one_C,Norway,32010,2025-12-22,13,3,121,1.67,33.33,33.33,33.33,205,5,205,205,5,205,5,5,205,450.0,-52,-52,-52,-52,-52,0.0
14,2025-12-22,SAIDteam_FB2_S,Italy,Pushkin,2025-12-22,7,2,90,1.5,50.0,50.0,50.0,140,3,140,140,3,140,3,3,140,500.0,-113,-113,-113,-113,-113,0.0
15,2025-12-22,Trident_C,Canada,alex003,2025-12-22,2,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,100.0,27,27,27,27,27,0.0
16,2025-12-22,Trident_C,Canada,vetalfb,2025-12-22,2,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,100.0,22,22,22,22,22,0.0
17,2025-12-22,TS_KOKO_C,Italy,45KO,2025-12-22,115,13,370,1.15,15.38,15.38,15.38,410,15,410,410,15,410,15,15,410,2035.0,-12179,-12179,-12179,-12179,-12179,0.0
18,2025-12-22,TS_KOKO_C,Romania,59KO,2025-12-22,77,7,157,1.29,28.57,28.57,28.57,193,9,193,193,9,193,9,9,193,525.0,131,131,131,131,131,0.0
19,2025-12-22,TS_slot,Italy,22EA,2025-12-22,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,16,16,16,16,16,0.0
20,2025-12-22,zm_crash,Canada,925,2025-12-22,1,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,25,25,25,25,25,0.0
21,2025-12-22,zm_inapp_crash,Czech Republic,427,2025-12-22,10,3,62,2.33,33.33,33.33,33.33,144,7,144,144,7,144,7,7,144,300.0,-141,-141,-141,-141,-141,0.0
22,2025-12-22,zm_inapp_crash,Poland,427,2025-12-22,18,4,90,1.0,0.0,0.0,0.0,90,4,90,90,4,90,4,4,90,400.0,75,75,75,75,75,0.0
23,2025-12-21,EKB_inapp_C,Norway,7101,2025-12-21,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,150.0,16,16,16,16,16,0.0
24,2025-12-21,MarlerinoFB_DJ_C,Hungary,Default,2025-12-21,45,6,134,1.17,16.67,16.67,16.67,160,7,160,160,7,160,7,7,160,480.0,117,117,117,117,117,33.33
25,2025-12-21,MarlerinoFB_TC_C,Italy,EM,2025-12-21,4,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,130.0,42,42,42,42,42,100.0
26,2025-12-21,poxchka,Switzerland,34iceCHTT,2025-12-21,9,1,53,1.0,0.0,0.0,0.0,53,1,53,53,1,53,1,1,53,200.0,41,41,41,41,41,0.0
27,2025-12-21,poxchka,Switzerland,876w_multi18,2025-12-21,1,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,200.0,9,9,9,9,9,100.0
28,2025-12-21,poxchka,Switzerland,3547w_multi18,2025-12-21,1,1,21,2.0,100.0,0.0,100.0,43,2,43,43,2,43,2,2,43,200.0,37,37,37,37,37,100.0
29,2025-12-21,poxchka,Switzerland,CH7,2025-12-21,5,1,21,3.0,100.0,100.0,100.0,77,3,77,77,3,77,3,3,77,200.0,66,66,66,66,66,0.0
30,2025-12-21,poxchka,Switzerland,ch12,2025-12-21,5,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,200.0,13,13,13,13,13,0.0
31,2025-12-21,poxchka,Switzerland,CHNoutJopa,2025-12-21,1,1,54,1.0,0.0,0.0,0.0,54,1,54,54,1,54,1,1,54,200.0,45,45,45,45,45,100.0
32,2025-12-21,poxchka,Switzerland,CHTelochka,2025-12-21,6,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,200.0,14,14,14,14,14,0.0
33,2025-12-21,poxchka,Switzerland,multisp,2025-12-21,16,3,64,1.0,0.0,0.0,0.0,64,3,64,64,3,64,3,3,64,600.0,-154,-154,-154,-154,-154,33.33
34,2025-12-21,riddickspartners,Poland,inhouseinapp,2025-12-21,35,2,59,8.0,50.0,50.0,50.0,559,16,559,559,16,559,16,16,559,300.0,481,481,481,481,481,0.0
35,2025-12-21,RMT_one_C,Norway,32010,2025-12-21,10,1,21,2.0,100.0,100.0,100.0,42,2,42,42,2,42,2,2,42,150.0,32,32,32,32,32,0.0
36,2025-12-21,RMT_one_C,Poland,32008,2025-12-21,7,1,24,4.0,100.0,100.0,100.0,90,4,90,90,4,90,4,4,90,100.0,81,81,81,81,81,100.0
37,2025-12-21,RMT_one_C,Poland,32009,2025-12-21,2,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,100.0,16,16,16,16,16,0.0
38,2025-12-21,SAIDteam_FB_S,Greece,Averin,2025-12-21,17,1,50,3.0,100.0,100.0,100.0,150,3,150,150,3,150,3,3,150,2699.1581338799997,136,136,136,136,136,0.0
39,2025-12-21,SAIDteam_FB_S,Poland,Sherekhov,2025-12-21,7,1,29,3.0,100.0,100.0,100.0,76,3,76,76,3,76,3,3,76,744.3075182399999,64,64,64,64,64,0.0
40,2025-12-21,SAIDteam2_S,Canada,grinevich,2025-12-21,9,2,62,2.0,50.0,50.0,50.0,124,4,124,124,4,124,4,4,124,173.81161161,-195,-195,-195,-195,-195,0.0
41,2025-12-21,SAIDteam2_S,Czech Republic,grinevich,2025-12-21,4,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,443.81400336,17,17,17,17,17,0.0
42,2025-12-21,TheOne_C,Italy,10004,2025-12-21,2,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,240.0,31,31,31,31,31,50.0
43,2025-12-21,Trident_C,Austria,agro,2025-12-21,24,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,16,16,0.0
44,2025-12-21,TS_KOKO_C,Italy,45KO,2025-12-21,124,12,300,1.42,25.0,25.0,25.0,499,17,499,499,17,499,17,17,499,1740.0,302,302,302,302,302,33.33
45,2025-12-21,TS_slot,Italy,22EA,2025-12-21,9,2,48,3.0,100.0,100.0,100.0,132,6,132,132,6,132,6,6,132,360.0,85,106,106,106,106,0.0
46,2025-12-21,zm_crash,Greece,Unknown,2025-12-21,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,16,16,16,16,16,100.0
47,2025-12-21,zm_crash,Switzerland,0,2025-12-21,2,2,129,3.0,50.0,50.0,50.0,610,6,610,610,6,610,6,6,610,400.0,529,530,530,530,530,50.0
48,2025-12-21,zm_inapp_crash,Poland,427,2025-12-21,29,4,90,1.75,25.0,25.0,25.0,193,7,193,193,7,193,7,7,193,400.0,155,155,155,155,155,50.0
49,2025-12-21,zm_slot,Austria,0,2025-12-21,5,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,200.0,15,15,15,15,15,0.0
50,2025-12-21,zm_slot,Belgium,0,2025-12-21,2,1,100,2.0,100.0,100.0,100.0,200,2,200,200,2,200,2,2,200,200.0,-760,-760,-760,-760,-760,0.0
51,2025-12-21,zm_slot,Poland,0,2025-12-21,1,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,6,31,31,31,31,0.0
52,2025-12-20,Dephouse,Australia,14274,2025-12-20,2,1,33,1.0,0.0,0.0,0.0,33,1,33,33,1,33,1,1,33,200.0,36,36,36,36,36,0.0
53,2025-12-20,DV_Verum_C,Switzerland,568,2025-12-20,1,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,200.0,18,18,18,18,18,0.0
54,2025-12-20,EKB_inapp_C,Italy,7103,2025-12-20,17,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,290.0,-45,-78,-78,-78,-78,50.0
55,2025-12-20,Marlerino_MM_C,Austria,RS,2025-12-20,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,15,15,15,15,15,100.0
56,2025-12-20,Marlerino_MM_C,Canada,ST,2025-12-20,9,3,179,3.0,66.67,66.67,66.67,588,9,588,588,9,588,9,9,588,390.0,321,315,315,315,315,0.0
57,2025-12-20,MarlerinoFB_DJ_C,Canada,Default,2025-12-20,1,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,130.0,22,22,22,22,22,100.0
58,2025-12-20,MarlerinoFB_DJ_C,Hungary,Default,2025-12-20,24,4,72,1.5,25.0,25.0,25.0,124,6,124,124,6,124,6,6,124,320.0,-42,98,98,98,98,100.0
59,2025-12-20,MarlerinoFB_TC_C,Canada,DZ,2025-12-20,3,2,56,1.5,50.0,0.0,50.0,56,2,87,87,3,87,3,3,87,260.0,-70,-43,-43,-43,-43,0.0
60,2025-12-20,poxchka,Switzerland,34iceCHTT,2025-12-20,19,2,75,1.5,50.0,50.0,50.0,97,3,97,97,3,97,3,3,97,400.0,75,75,75,75,75,100.0
61,2025-12-20,poxchka,Switzerland,CHNoutJopa,2025-12-20,7,3,256,2.67,33.33,33.33,33.33,363,8,363,363,8,363,8,8,363,600.0,311,311,311,311,311,33.33
62,2025-12-20,riddickspartners,Poland,inhouseinapp,2025-12-20,31,3,83,1.0,0.0,0.0,0.0,83,3,83,83,3,83,3,3,83,450.0,11,22,22,22,22,33.33
63,2025-12-20,SAIDteam_FB_S,Belgium,Averin,2025-12-20,3,2,70,3.0,100.0,50.0,100.0,100,3,250,250,6,250,6,6,250,215.49132305999998,80,201,201,201,201,0.0
64,2025-12-20,SAIDteam_FB_S,Greece,Averin,2025-12-20,10,3,95,1.0,0.0,0.0,0.0,95,3,95,95,3,95,3,3,95,993.02051277,-43,-43,-43,-43,-43,0.0
65,2025-12-20,SAIDteam_FB_S,Poland,Sherekhov,2025-12-20,8,1,36,2.0,100.0,100.0,100.0,71,2,71,71,2,71,2,2,71,341.873532,62,62,62,62,62,0.0
66,2025-12-20,SAIDteam2_S,Canada,grinevich,2025-12-20,3,2,62,1.0,0.0,0.0,0.0,62,2,62,62,2,62,2,2,62,88.85381894999999,38,52,52,52,52,0.0
67,2025-12-20,SAIDteam2_S,Italy,Hoang,2025-12-20,6,1,30,4.0,100.0,100.0,100.0,150,4,150,150,4,150,4,4,150,333.73738593,-315,-315,-315,-315,-315,0.0
68,2025-12-20,TheOne_C,Spain,10071,2025-12-20,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,5,5,5,5,5,100.0
69,2025-12-20,TheOne_C,Italy,10004,2025-12-20,1,1,20,5.0,100.0,100.0,100.0,100,5,100,100,5,100,5,5,100,120.0,70,72,72,72,72,100.0
70,2025-12-20,Trident_C,Canada,alex003,2025-12-20,5,2,68,1.0,0.0,0.0,0.0,68,2,68,68,2,68,2,2,68,200.0,30,30,30,30,30,50.0
71,2025-12-20,TS_KOKO_C,Italy,45KO,2025-12-20,50,6,120,1.67,16.67,16.67,16.67,170,8,220,220,10,220,10,10,220,870.0,23,88,88,88,88,50.0
72,2025-12-20,TS_slot,Italy,22EA,2025-12-20,25,3,60,1.33,33.33,33.33,33.33,80,4,80,80,4,80,4,4,80,540.0,-40,-40,-40,-40,-40,100.0
73,2025-12-20,zm_crash,Belgium,0,2025-12-20,4,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,-49,-49,-49,-49,-49,0.0
74,2025-12-20,zm_crash,Poland,0,2025-12-20,1,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,100.0,19,19,19,19,19,100.0
75,2025-12-20,zm_inapp_crash,Czech Republic,427,2025-12-20,9,2,72,1.5,50.0,50.0,50.0,92,3,92,92,3,92,3,3,92,200.0,79,78,78,78,78,0.0
76,2025-12-20,zm_inapp_crash,Italy,7211,2025-12-20,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,15,15,15,15,15,0.0
77,2025-12-20,zm_inapp_crash,Poland,427,2025-12-20,28,5,105,1.8,60.0,40.0,60.0,152,7,190,190,9,190,9,9,190,500.0,-10,-69,-69,-69,-69,60.0
78,2025-12-20,zm_inapp_crash,Poland,PL_c3.html,2025-12-20,1,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,100.0,-53,19,19,19,19,100.0
79,2025-12-20,zm_slot,Belgium,0,2025-12-20,2,1,20,8.0,100.0,100.0,100.0,145,7,165,165,8,165,8,8,165,200.0,127,145,145,145,145,0.0
80,2025-12-20,ZMTeam_EKB,Italy,7501,2025-12-20,9,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,0.0
81,2025-12-19,ASO_MM,Hungary,Default,2025-12-19,11,2,36,1.0,0.0,0.0,0.0,36,2,36,36,2,36,2,2,36,190.0,17,17,17,17,17,0.0
82,2025-12-19,EKB_inapp_C,Italy,7103,2025-12-19,5,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,145.0,34,33,33,33,33,0.0
83,2025-12-19,Marlerino_MM_C,Canada,ST,2025-12-19,1,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,130.0,22,22,22,22,22,0.0
84,2025-12-19,MarlerinoFB_DJ_C,Czech Republic,Default,2025-12-19,2,1,21,5.0,100.0,100.0,100.0,123,5,123,123,5,123,5,5,123,100.0,-26,109,109,109,109,0.0
85,2025-12-19,MarlerinoFB_DJ_C,Hungary,Default,2025-12-19,41,8,201,1.13,12.5,12.5,12.5,222,9,222,222,9,222,9,9,222,640.0,75,45,45,45,45,75.0
86,2025-12-19,MarlerinoFB_DJ_C,Italy,Default,2025-12-19,2,2,40,1.5,50.0,50.0,50.0,60,3,60,60,3,60,3,3,60,240.0,-125,-125,-125,-125,-125,100.0
87,2025-12-19,MarlerinoFB_TC_C,Canada,DZ,2025-12-19,12,5,149,1.0,0.0,0.0,0.0,149,5,149,149,5,149,5,5,149,650.0,129,133,133,133,133,20.0
88,2025-12-19,MarlerinoFB_TC_C,Spain,DZ,2025-12-19,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,14,12,12,12,12,0.0
89,2025-12-19,poxchka,Italy,226_it,2025-12-19,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,18,18,18,18,18,0.0
90,2025-12-19,poxchka,Switzerland,364_multide,2025-12-19,1,1,54,3.0,100.0,0.0,100.0,54,1,97,97,3,97,3,3,97,200.0,41,77,77,77,77,0.0
91,2025-12-19,riddickspartners,Italy,inhouseinapp,2025-12-19,29,2,40,2.0,50.0,50.0,50.0,80,4,80,80,4,80,4,4,80,360.0,66,66,66,66,66,0.0
92,2025-12-19,riddickspartners,Poland,inhouseinapp,2025-12-19,29,4,126,1.0,0.0,0.0,0.0,126,4,126,126,4,126,4,4,126,600.0,-82,74,74,74,74,25.0
93,2025-12-19,RMT_one_C,Poland,32009,2025-12-19,1,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,100.0,17,17,17,17,17,0.0
94,2025-12-19,SAIDteam_FB_S,Greece,Averin,2025-12-19,9,4,140,1.25,25.0,25.0,25.0,190,5,190,190,5,190,5,5,190,899.93767383,126,126,126,126,126,25.0
95,2025-12-19,SAIDteam2_S,Canada,grinevich,2025-12-19,13,3,93,2.33,33.33,33.33,33.33,232,7,232,232,7,232,7,7,232,282.95584668,200,199,199,199,199,0.0
96,2025-12-19,SAIDteam2_S,Italy,Hoang,2025-12-19,11,1,20,2.0,100.0,0.0,100.0,20,1,40,40,2,40,2,2,40,336.60113175000004,17,-14,-14,-14,-14,100.0
97,2025-12-19,TheOne_C,Spain,10071,2025-12-19,7,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,-76,-76,-76,-76,-76,0.0
98,2025-12-19,Trident_C,Austria,qqq,2025-12-19,15,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,14,15,15,15,15,0.0
99,2025-12-19,Trident_C,Austria,uvitalik,2025-12-19,3,1,20,3.0,100.0,100.0,100.0,70,3,70,70,3,70,3,3,70,130.0,55,55,55,55,55,0.0
100,2025-12-19,TS_slot,Italy,22EA,2025-12-19,3,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,180.0,35,35,35,35,35,0.0
101,2025-12-19,zm_crash,Belgium,0,2025-12-19,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,17,17,17,17,17,100.0
102,2025-12-19,zm_crash,Italy,920,2025-12-19,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,18,18,18,18,18,100.0
103,2025-12-19,zm_inapp_crash,Czech Republic,427,2025-12-19,14,3,82,2.33,33.33,33.33,33.33,164,7,164,164,7,164,7,7,164,300.0,121,110,110,110,110,33.33
104,2025-12-19,zm_inapp_crash,Poland,427,2025-12-19,38,7,181,1.29,14.29,14.29,14.29,228,9,228,228,9,228,9,9,228,700.0,129,129,129,129,129,28.57
105,2025-12-19,zm_slot,Austria,0,2025-12-19,2,2,45,2.5,100.0,100.0,100.0,110,5,110,110,5,110,5,5,110,400.0,89,89,89,89,89,0.0
106,2025-12-19,zm_slot,Poland,0,2025-12-19,1,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,21,21,10,10,10,0.0
107,2025-12-18,ASO_MM,Hungary,Default,2025-12-18,84,6,131,1.33,33.33,33.33,33.33,173,8,173,173,8,173,8,8,173,570.0,35,35,43,43,43,50.0
108,2025-12-18,EKB_inapp_C,Czech Republic,7101,2025-12-18,8,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,19,18,18,18,18,0.0
109,2025-12-18,Marlerino_MM_C,Canada,RS,2025-12-18,8,4,124,1.75,50.0,25.0,50.0,173,6,173,198,7,198,7,7,198,520.0,121,121,121,121,121,50.0
110,2025-12-18,MarlerinoASO_C,Hungary,Default,2025-12-18,2,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,95.0,18,18,18,18,18,100.0
111,2025-12-18,MarlerinoFB_DJ_C,Hungary,Default,2025-12-18,74,10,224,1.5,20.0,20.0,20.0,281,13,281,322,15,322,15,15,322,800.0,14,24,61,61,61,70.0
112,2025-12-18,MarlerinoFB_DJ_C,Switzerland,Default,2025-12-18,1,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,200.0,16,16,16,16,16,0.0
113,2025-12-18,MarlerinoFB_TC_C,Canada,DZ,2025-12-18,64,13,371,1.62,23.08,23.08,23.08,563,20,594,594,21,594,21,21,594,1690.0,293,350,320,320,320,38.46
114,2025-12-18,MarlerinoFB_TC_C,Italy,EM,2025-12-18,4,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,130.0,42,42,42,42,42,0.0
115,2025-12-18,poxchka,Serbia,22icemix2M182smart8,2025-12-18,1,1,14,3.0,100.0,100.0,100.0,43,3,43,43,3,43,3,3,43,60.0,37,37,37,37,37,0.0
116,2025-12-18,poxchka,Serbia,193_multifish,2025-12-18,1,1,85,1.0,0.0,0.0,0.0,85,1,85,85,1,85,1,1,85,60.0,-17,71,-18,-18,-18,100.0
117,2025-12-18,riddickspartners,Italy,inhouseinapp,2025-12-18,27,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,360.0,16,16,16,16,16,100.0
118,2025-12-18,riddickspartners,Poland,inhouseinapp,2025-12-18,28,4,102,1.75,25.0,25.0,25.0,150,6,173,173,7,173,7,7,173,600.0,-107,-252,-252,-252,-252,0.0
119,2025-12-18,SAIDteam_FB2_S,Italy,Pushkin,2025-12-18,9,3,125,4.33,100.0,100.0,100.0,470,11,470,515,13,515,13,13,515,750.0,392,392,428,428,428,0.0
120,2025-12-18,SAIDteam2_S,Australia,Hoang,2025-12-18,11,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,360.32802312,18,19,19,19,19,0.0
121,2025-12-18,SAIDteam2_S,Australia,Stacenko,2025-12-18,1,1,17,1.0,0.0,0.0,0.0,17,1,17,17,1,17,1,1,17,0.0,15,7,7,7,7,0.0
122,2025-12-18,SAIDteam2_S,Canada,grinevich,2025-12-18,10,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,303.25371492,27,27,27,27,27,0.0
123,2025-12-18,SAIDteam2_S,Czech Republic,grinevich,2025-12-18,12,2,41,1.5,50.0,50.0,50.0,62,3,62,62,3,62,3,3,62,559.63882884,50,50,50,50,50,0.0
124,2025-12-18,SAIDteam2_S,Greece,grinevich,2025-12-18,1,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,0.0,72,72,72,72,72,100.0
125,2025-12-18,SAIDteam2_S,Hungary,Kolupaev,2025-12-18,7,1,26,1.0,0.0,0.0,0.0,26,1,26,26,1,26,1,1,26,405.57702276,20,20,20,20,20,0.0
126,2025-12-18,Trident_C,Austria,briss,2025-12-18,1,1,50,3.0,100.0,100.0,100.0,150,3,150,150,3,150,3,3,150,130.0,117,117,117,117,117,100.0
127,2025-12-18,Trident_C,Austria,eso,2025-12-18,4,1,20,6.0,100.0,0.0,100.0,20,1,120,120,6,120,6,6,120,130.0,16,103,103,103,103,100.0
128,2025-12-18,Trident_C,Austria,simon,2025-12-18,6,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,260.0,34,34,34,34,34,50.0
129,2025-12-18,Trident_C,Austria,ubaron,2025-12-18,11,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,-32,-32,-32,-32,-32,100.0
130,2025-12-18,Trident_C,Austria,uliza,2025-12-18,10,1,40,2.0,100.0,100.0,100.0,60,2,60,60,2,60,2,2,60,130.0,55,55,55,55,55,100.0
131,2025-12-18,Trident_C,Canada,uvitalik,2025-12-18,4,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,100.0,20,20,20,20,20,100.0
132,2025-12-18,TS_KOKO_C,Italy,45KO,2025-12-18,29,4,110,1.0,0.0,0.0,0.0,110,4,110,110,4,110,4,4,110,580.0,92,92,92,92,92,75.0
133,2025-12-18,TS_slot,Italy,22EA,2025-12-18,10,2,40,1.5,50.0,0.0,50.0,40,2,60,60,3,60,3,3,60,360.0,33,53,52,52,52,50.0
134,2025-12-18,TS_TIGER_S,Greece,6TN,2025-12-18,1,1,50,4.0,100.0,100.0,100.0,110,4,110,110,4,110,4,4,110,130.0,95,95,94,94,94,0.0
135,2025-12-18,zm_crash,Norway,0,2025-12-18,1,1,25,2.0,100.0,100.0,100.0,49,2,49,49,2,49,2,2,49,150.0,39,38,38,38,38,0.0
136,2025-12-18,zm_inapp_crash,Czech Republic,427,2025-12-18,22,2,41,5.0,100.0,50.0,100.0,186,9,186,218,10,218,10,10,218,200.0,109,109,127,127,127,0.0
137,2025-12-18,zm_inapp_crash,Poland,427,2025-12-18,35,7,155,2.43,42.86,28.57,42.86,307,14,373,373,17,373,17,17,373,700.0,-53,-19,-3,-3,-3,57.14
138,2025-12-18,zm_slot,Austria,0,2025-12-18,4,2,70,2.0,50.0,50.0,50.0,270,4,270,270,4,270,4,4,270,400.0,233,233,233,233,233,0.0
139,2025-12-18,ZMTeam_EKB,Italy,7501,2025-12-18,21,3,60,1.67,33.33,0.0,33.33,60,3,100,100,5,100,5,5,100,390.0,13,28,66,66,66,66.67
140,2025-12-17,ASO_MM,Hungary,Default,2025-12-17,17,2,46,1.0,0.0,0.0,0.0,46,2,46,46,2,46,2,2,46,190.0,38,38,38,38,38,100.0
141,2025-12-17,Dephouse,Australia,14274,2025-12-17,7,1,42,2.0,100.0,100.0,100.0,69,2,69,69,2,69,2,2,69,200.0,59,59,59,59,59,0.0
142,2025-12-17,EKB_inapp_C,Czech Republic,7101,2025-12-17,26,3,123,1.67,33.33,0.0,33.33,164,5,164,164,5,164,5,5,164,300.0,141,122,122,122,122,0.0
143,2025-12-17,EKB_inapp_C,Italy,7103,2025-12-17,20,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,16,16,100.0
144,2025-12-17,EKB_inapp_C,Norway,7101,2025-12-17,3,1,25,5.0,100.0,100.0,100.0,46,2,122,122,5,122,5,5,122,150.0,35,97,97,97,97,0.0
145,2025-12-17,Marlerino_MM_C,Canada,RS,2025-12-17,5,1,31,6.0,100.0,100.0,100.0,93,3,186,186,6,186,6,6,186,130.0,58,155,165,165,165,0.0
146,2025-12-17,MarlerinoFB_DJ_C,Canada,Default,2025-12-17,1,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,27,27,27,27,27,100.0
147,2025-12-17,MarlerinoFB_DJ_C,Hungary,Default,2025-12-17,51,9,185,2.33,44.44,33.33,44.44,458,16,559,595,21,595,21,21,595,720.0,186,335,337,337,337,44.44
