,Cohort Date,Split 1,Split 2,Split 3,Cohort Date.1,Registration C,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share
2834,2025-08-12,bulls,Australia,AU_crash,2025-08-12,30,7,224,5.0,42.86,42.86,42.86,542,15,626,812,24,1254,35,35,1254,910.0,398,469,661,1051,1051,14.29
2835,2025-08-12,bulls,Canada,CA_crash,2025-08-12,18,2,50,1.5,50.0,50.0,50.0,68,3,68,68,3,68,3,3,68,130.0,60,60,60,60,60,100.0
2836,2025-08-12,bulls,Spain,ES_crash,2025-08-12,3,1,100,16.0,100.0,100.0,100.0,200,2,400,500,5,650,7,8,700,130.0,206,377,471,199,243,0.0
2837,2025-08-12,cpaiens,Australia,AU_crash,2025-08-12,1,1,28,5.0,100.0,100.0,100.0,84,3,84,84,3,84,3,5,140,100.0,73,73,73,73,121,100.0
2838,2025-08-12,FellowsSLOT,France,,2025-08-12,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,15,15,15,15,15,0.0
2839,2025-08-12,offerleader,Poland,,2025-08-12,1,1,23,2.0,100.0,0.0,0.0,23,1,23,23,1,56,2,2,56,0.0,16,16,16,40,40,0.0
2840,2025-08-12,SAIDteam2_S,Portugal,bismark,2025-08-12,12,3,90,4.0,33.33,33.33,33.33,540,12,540,540,12,540,12,12,540,0.0,408,410,483,483,483,33.33
2841,2025-08-12,SAIDteam2_S,Portugal,Blinov,2025-08-12,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,-19,-5,17,17,17,100.0
2842,2025-08-12,SAIDteam2_S,Portugal,ramis,2025-08-12,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,-22,-22,17,17,17,0.0
2843,2025-08-12,TS_slot,Germany,13TN,2025-08-12,54,19,880,19.47,42.11,31.58,36.84,1190,31,1460,1520,42,1560,44,69,2030,3800.0,-148,210,276,397,609,5.26
2844,2025-08-12,Tsquad_S,Germany,11TN,2025-08-12,13,2,70,1.5,50.0,50.0,50.0,90,3,90,90,3,90,3,3,90,320.0,22,22,33,81,81,50.0
2845,2025-08-12,zm_crash,France,904,2025-08-12,8,1,40,1.0,0.0,0.0,0.0,40,1,40,40,1,40,1,1,40,100.0,35,35,35,35,35,100.0
2846,2025-08-12,zm_crash,France,926,2025-08-12,4,1,30,2.0,100.0,100.0,100.0,50,2,50,50,2,50,2,2,50,100.0,46,46,46,46,46,0.0
2847,2025-08-12,zm_crash,Germany,2,2025-08-12,1,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,160.0,74,74,74,74,74,100.0
2848,2025-08-12,zm_crash,Italy,0,2025-08-12,10,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,260.0,-29,-8,24,29,29,50.0
2849,2025-08-12,zm_crash,Italy,904,2025-08-12,17,4,80,1.0,0.0,0.0,0.0,80,4,80,80,4,80,4,4,80,390.0,35,35,35,67,67,75.0
2850,2025-08-12,zm_slot,France,7952,2025-08-12,12,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,38,38,38,38,38,0.0
2851,2025-08-11,bulls,Australia,AU_crash,2025-08-11,73,16,673,1.94,31.25,12.5,31.25,1177,22,1316,1372,29,1372,29,31,1428,2080.0,811,948,736,770,820,31.25
2852,2025-08-11,bulls,Canada,CA_crash,2025-08-11,30,3,69,2.33,66.67,33.33,33.33,193,5,193,193,5,243,7,7,243,390.0,169,169,165,211,211,33.33
2853,2025-08-11,bulls,Italy,IT_crash,2025-08-11,17,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,260.0,18,18,33,33,33,0.0
2854,2025-08-11,cpaiens,Greece,Default,2025-08-11,1,1,29,1.0,0.0,0.0,0.0,29,1,29,29,1,29,1,1,29,0.0,23,23,22,22,22,0.0
2855,2025-08-11,cpaiens,Italy,IT_slots,2025-08-11,1,1,20,4.0,100.0,100.0,100.0,80,4,80,80,4,80,4,4,80,180.0,68,68,68,68,68,0.0
2856,2025-08-11,SAIDteam2_S,Belgium,Blinov,2025-08-11,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,17,17,17,18,18,100.0
2857,2025-08-11,SAIDteam2_S,Portugal,bismark,2025-08-11,8,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,0.0,-83,-83,-83,-83,-83,0.0
2858,2025-08-11,SAIDteam2_S,Portugal,Blinov,2025-08-11,8,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,0.0,34,34,35,35,35,50.0
2859,2025-08-11,TS_slot,Germany,13TN,2025-08-11,15,6,235,9.17,50.0,33.33,33.33,1075,13,1135,1155,17,1155,17,53,5975,1200.0,-147,-103,-78,-78,-1812,0.0
2860,2025-08-11,TS_slot,Poland,13TN,2025-08-11,5,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,150.0,-60,-60,32,32,32,100.0
2861,2025-08-11,Tsquad_S,Germany,8KO,2025-08-11,5,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,17,17,16,16,16,100.0
2862,2025-08-11,zm_crash,Canada,0,2025-08-11,2,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,-29,-29,-29,2,-35,0.0
2863,2025-08-11,zm_crash,Germany,2,2025-08-11,1,1,30,2.0,100.0,0.0,100.0,30,1,30,50,2,50,2,2,50,160.0,23,23,40,40,40,0.0
2864,2025-08-11,zm_crash,Italy,0,2025-08-11,17,4,80,1.75,25.0,0.0,0.0,80,4,80,80,4,80,4,7,150,520.0,-692,-696,-671,-671,-606,75.0
2865,2025-08-11,zm_slot,France,7952,2025-08-11,1,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,20,1,2,40,160.0,17,17,17,17,34,0.0
2866,2025-08-10,bulls,Australia,AU_crash,2025-08-10,88,13,364,1.85,30.77,7.69,23.08,420,15,504,531,18,559,19,24,705,1690.0,7,289,404,461,536,38.46
2867,2025-08-10,bulls,Canada,CA_crash,2025-08-10,27,3,56,1.0,0.0,0.0,0.0,56,3,56,56,3,56,3,3,56,390.0,5,26,49,49,49,66.67
2868,2025-08-10,bulls,Spain,ES_crash,2025-08-10,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,17,17,100.0
2869,2025-08-10,cpaiens,Italy,IT_slots,2025-08-10,2,2,70,2.0,50.0,50.0,50.0,220,4,220,220,4,220,4,4,220,360.0,197,198,198,198,198,0.0
2870,2025-08-10,PerformanceLab,Italy,156,2025-08-10,5,2,70,7.5,100.0,100.0,100.0,210,5,210,230,6,270,8,12,380,260.0,7,39,201,225,337,100.0
2871,2025-08-10,SAIDteam2_S,Portugal,bismark,2025-08-10,5,3,110,2.0,66.67,66.67,66.67,170,5,170,170,5,170,5,6,190,0.0,135,135,141,141,156,66.67
2872,2025-08-10,SAIDteam2_S,Portugal,Blinov,2025-08-10,3,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,17,17,17,17,17,100.0
2873,2025-08-10,SAIDteam2_S,Portugal,ramis,2025-08-10,15,2,40,2.5,50.0,50.0,50.0,130,5,130,130,5,130,5,5,130,0.0,111,111,112,112,112,50.0
2874,2025-08-10,TS_slot,Germany,13TN,2025-08-10,4,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,400.0,69,71,71,71,71,0.0
2875,2025-08-10,Tsquad_S,Germany,8KO,2025-08-10,10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,16,16,16,16,16,100.0
2876,2025-08-10,zm_crash,Spain,904,2025-08-10,3,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,130.0,44,44,44,44,44,100.0
2877,2025-08-10,zm_crash,France,904,2025-08-10,1,1,20,6.0,100.0,100.0,100.0,60,3,60,80,4,100,5,5,100,100.0,-102,-55,-36,-49,-19,100.0
2878,2025-08-10,zm_crash,France,920,2025-08-10,8,2,70,5.5,50.0,50.0,50.0,220,6,220,220,6,220,6,10,400,200.0,-38,-38,-38,-646,-411,0.0
2879,2025-08-10,zm_crash,Italy,0,2025-08-10,17,4,190,1.0,0.0,0.0,0.0,190,4,190,190,4,190,4,4,190,520.0,33,48,48,48,48,50.0
2880,2025-08-09,AcePartners,Belgium,,2025-08-09,1,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,0.0,53,53,53,53,53,0.0
2881,2025-08-09,bulls,Australia,AU_crash,2025-08-09,96,26,812,9.23,34.62,23.08,23.08,1428,44,1680,1826,57,2748,78,110,5451,3380.0,750,964,1348,1645,1898,30.77
2882,2025-08-09,bulls,Spain,ES_crash,2025-08-09,6,1,50,3.0,100.0,100.0,100.0,90,3,90,90,3,90,3,3,90,130.0,77,80,80,80,80,100.0
2883,2025-08-09,bulls,France,FR_crash,2025-08-09,1,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,100.0,44,44,44,44,44,0.0
2884,2025-08-09,cpaiens,Italy,IT_slots,2025-08-09,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,14,14,14,14,14,0.0
2885,2025-08-09,PerformanceLab,Italy,156,2025-08-09,4,2,40,1.5,50.0,50.0,50.0,60,3,60,60,3,60,3,3,60,260.0,32,32,32,32,32,50.0
2886,2025-08-09,TS_slot,Germany,13TN,2025-08-09,47,11,370,3.18,54.55,45.45,54.55,1000,22,1140,1190,30,1190,30,34,1300,2200.0,607,544,607,651,757,18.18
2887,2025-08-09,Tsquad_S,Germany,8KO,2025-08-09,15,3,120,10.67,33.33,33.33,33.33,520,8,520,600,10,600,10,14,990,480.0,446,438,512,515,866,33.33
2888,2025-08-09,Tsquad_S,Germany,13TN,2025-08-09,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,-11,-11,-1,-1,-1,0.0
2889,2025-08-09,zm_crash,France,904,2025-08-09,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,17,17,17,17,17,100.0
2890,2025-08-09,zm_crash,France,920,2025-08-09,15,2,70,4.5,100.0,50.0,100.0,230,6,250,320,9,320,9,9,320,200.0,156,172,234,286,286,100.0
2891,2025-08-09,zm_crash,France,921,2025-08-09,8,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,200.0,-79,-79,-79,-79,-79,100.0
2892,2025-08-09,zm_crash,Germany,2,2025-08-09,18,2,40,1.5,50.0,50.0,50.0,60,3,60,60,3,60,3,3,60,320.0,51,50,51,51,51,100.0
2893,2025-08-09,zm_crash,Italy,0,2025-08-09,19,5,100,1.2,20.0,20.0,20.0,120,6,120,120,6,120,6,6,120,650.0,84,91,99,99,99,60.0
2894,2025-08-08,bulls,Australia,AU_crash,2025-08-08,44,12,371,3.0,41.67,33.33,33.33,615,18,671,783,24,839,26,36,1530,1560.0,-142,-61,-62,14,612,25.0
2895,2025-08-08,bulls,Canada,CA_crash,2025-08-08,16,4,125,1.25,25.0,0.0,0.0,125,4,125,125,4,156,5,5,156,520.0,-1379,-1303,24,96,109,75.0
2896,2025-08-08,bulls,Spain,ES_crash,2025-08-08,17,3,140,1.0,0.0,0.0,0.0,140,3,140,140,3,140,3,3,140,390.0,119,119,119,119,119,66.67
2897,2025-08-08,bulls,France,FR_crash,2025-08-08,1,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,100.0,-173,-162,-347,-347,-347,100.0
2898,2025-08-08,bulls,Italy,IT_crash,2025-08-08,1,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,4,6,10,16,16,100.0
2899,2025-08-08,cpaiens,Italy,IT_crash,2025-08-08,25,2,42,1.0,0.0,0.0,0.0,42,2,42,42,2,42,2,2,42,260.0,35,35,35,35,35,0.0
2900,2025-08-08,PerformanceLab,France,137,2025-08-08,13,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,200.0,33,33,33,33,33,100.0
2901,2025-08-08,PerformanceLab,Italy,156,2025-08-08,11,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,100.0
2902,2025-08-08,Q3networkFB,Switzerland,,2025-08-08,1,1,21,3.0,100.0,0.0,0.0,21,1,21,21,1,64,3,3,64,0.0,15,15,15,-6,-7,0.0
2903,2025-08-08,TS_slot,Germany,13TN,2025-08-08,16,3,140,14.33,100.0,66.67,100.0,620,8,620,1860,13,5560,24,32,6290,600.0,-997,354,1508,4682,5288,0.0
2904,2025-08-08,Tsquad_S,Germany,8KO,2025-08-08,11,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,18,18,18,18,18,100.0
2905,2025-08-08,zm_crash,Spain,921,2025-08-08,17,3,60,1.0,0.0,0.0,0.0,60,3,60,60,3,60,3,3,60,390.0,51,51,51,51,51,66.67
2906,2025-08-08,zm_crash,France,904,2025-08-08,11,4,80,1.25,25.0,25.0,25.0,100,5,100,100,5,100,5,5,100,400.0,66,65,66,86,86,75.0
2907,2025-08-08,zm_crash,France,921,2025-08-08,21,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,200.0,21,20,20,23,27,50.0
2908,2025-08-08,zm_crash,Germany,2,2025-08-08,14,5,130,5.2,60.0,20.0,60.0,150,6,170,190,8,270,12,13,290,800.0,40,55,76,149,167,60.0
2909,2025-08-08,zm_crash,Italy,0,2025-08-08,15,3,90,2.0,66.67,0.0,66.67,110,4,150,150,6,150,6,6,150,390.0,81,125,125,125,125,33.33
2910,2025-08-08,zm_crash,Italy,904,2025-08-08,1,1,30,2.0,100.0,0.0,0.0,30,1,30,30,1,60,2,2,60,130.0,22,22,22,46,46,0.0
2911,2025-08-08,zm_crash,Italy,920,2025-08-08,2,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,16,16,100.0
2912,2025-08-08,zm_crash,Italy,926,2025-08-08,5,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,130.0,43,43,43,43,43,100.0
2913,2025-08-08,zm_slot,France,7952,2025-08-08,2,2,40,6.5,50.0,50.0,50.0,120,6,170,260,12,280,13,13,280,320.0,19,15,48,66,66,100.0
2914,2025-08-07,bulls,Australia,AU_crash,2025-08-07,29,7,196,3.29,71.43,42.86,71.43,713,20,825,825,23,825,23,23,825,910.0,380,514,536,537,537,42.86
2915,2025-08-07,bulls,Canada,CA_crash,2025-08-07,33,6,162,4.67,33.33,16.67,33.33,193,7,193,275,10,293,11,18,405,780.0,137,132,187,175,-132,33.33
2916,2025-08-07,bulls,Spain,ES_crash,2025-08-07,5,1,20,2.0,100.0,0.0,100.0,40,2,40,40,2,40,2,2,40,130.0,36,36,37,37,37,0.0
2917,2025-08-07,bulls,France,FR_crash,2025-08-07,24,2,40,2.5,100.0,100.0,100.0,100,5,100,100,5,100,5,5,100,200.0,90,90,88,88,88,100.0
2918,2025-08-07,PerformanceLab,France,137,2025-08-07,27,4,110,1.0,0.0,0.0,0.0,110,4,110,110,4,110,4,4,110,400.0,83,83,84,84,84,100.0
2919,2025-08-07,TS_slot,Germany,13TN,2025-08-07,103,23,665,4.04,47.83,21.74,43.48,925,33,1310,1760,52,2280,63,80,2760,4600.0,428,843,488,1222,1569,0.0
2920,2025-08-07,Tsquad_S,Austria,13TN,2025-08-07,26,7,200,1.43,28.57,14.29,14.29,220,8,220,220,8,220,8,10,260,1120.0,119,131,133,130,167,14.29
2921,2025-08-07,Tsquad_S,France,14EA,2025-08-07,2,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,200.0,21,20,31,31,31,100.0
2922,2025-08-07,Tsquad_S,Germany,8KO,2025-08-07,13,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,320.0,31,29,33,33,33,100.0
2923,2025-08-07,z1-igor,Spain,ES_slots,2025-08-07,7,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,80.0,2,-2,11,16,16,0.0
2924,2025-08-07,zm_crash,Canada,0,2025-08-07,3,2,62,8.0,50.0,50.0,50.0,443,15,443,461,16,461,16,16,461,260.0,81,81,144,144,145,100.0
2925,2025-08-07,zm_crash,Spain,926,2025-08-07,6,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,260.0,34,34,34,34,34,50.0
2926,2025-08-07,zm_crash,France,0,2025-08-07,14,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,200.0,12,60,60,60,60,100.0
2927,2025-08-07,zm_crash,France,904,2025-08-07,20,4,110,6.75,100.0,50.0,100.0,400,11,420,470,13,470,13,20,880,400.0,205,262,162,162,53,50.0
2928,2025-08-07,zm_crash,France,915,2025-08-07,7,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,-26,18,18,19,19,100.0
2929,2025-08-07,zm_crash,France,921,2025-08-07,13,7,200,8.29,42.86,42.86,42.86,360,15,360,400,17,420,18,19,440,700.0,192,191,227,246,213,85.71
2930,2025-08-07,zm_crash,France,925,2025-08-07,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,17,17,17,17,17,0.0
2931,2025-08-07,zm_crash,France,926,2025-08-07,3,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,100.0,37,37,38,38,38,0.0
2932,2025-08-07,zm_crash,France,936,2025-08-07,1,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,100.0,31,31,31,31,31,100.0
2933,2025-08-07,zm_crash,Germany,2,2025-08-07,14,3,90,1.67,33.33,33.33,33.33,130,5,130,130,5,130,5,5,130,480.0,59,59,59,59,59,66.67
2934,2025-08-07,zm_crash,Italy,0,2025-08-07,26,6,220,1.67,33.33,16.67,16.67,240,7,240,290,9,310,10,10,310,780.0,171,166,208,225,226,16.67
2935,2025-08-07,zm_crash,Italy,904,2025-08-07,45,7,230,2.71,28.57,14.29,28.57,780,13,1080,1100,17,1100,17,18,1120,780.0,609,845,882,882,900,85.71
2936,2025-08-07,zm_crash,Italy,920,2025-08-07,10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,5,16,16,16,16,100.0
2937,2025-08-07,zm_crash,Italy,926,2025-08-07,23,3,60,1.33,33.33,33.33,33.33,80,4,80,80,4,80,4,4,80,390.0,66,66,66,66,66,66.67
2938,2025-08-06,bulls,Canada,CA_crash,2025-08-06,53,6,218,3.0,66.67,50.0,50.0,499,17,499,499,17,499,17,18,524,780.0,-159,35,66,62,102,33.33
2939,2025-08-06,bulls,Spain,ES_crash,2025-08-06,13,3,220,3.33,66.67,33.33,33.33,270,4,320,370,6,370,6,10,1480,390.0,225,265,311,312,1277,33.33
2940,2025-08-06,bulls,France,FR_crash,2025-08-06,14,5,130,1.6,20.0,0.0,20.0,150,6,150,190,8,190,8,8,190,500.0,46,58,133,133,133,40.0
2941,2025-08-06,cpaiens,Italy,IT_crash,2025-08-06,12,4,80,1.25,25.0,25.0,25.0,100,5,100,100,5,100,5,5,100,520.0,85,85,86,86,86,100.0
2942,2025-08-06,cpaiens,Italy,IT_slots,2025-08-06,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,14,14,14,14,14,0.0
2943,2025-08-06,DiceRollers_SLOT,Italy,EDR,2025-08-06,3,1,48,4.0,100.0,0.0,100.0,48,1,48,78,2,108,3,4,138,166.0,37,37,23,86,108,0.0
2944,2025-08-06,PerformanceLab,Spain,137,2025-08-06,7,1,20,12.0,100.0,0.0,100.0,20,1,100,240,12,240,12,12,240,130.0,-10,-41,-70,-70,-70,100.0
2945,2025-08-06,PerformanceLab,France,137,2025-08-06,30,5,190,1.2,20.0,0.0,20.0,190,5,190,210,6,210,6,6,210,500.0,-477,-600,-61,-62,-61,20.0
2946,2025-08-06,PerformanceLab,Guadaloupe,155,2025-08-06,7,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,0.0,13,13,13,13,13,0.0
2947,2025-08-06,PerformanceLab,Reunion,155,2025-08-06,25,4,110,1.75,25.0,0.0,25.0,110,4,130,130,5,130,5,6,150,0.0,27,21,110,110,127,75.0
2948,2025-08-06,TS_slot,Germany,13TN,2025-08-06,37,11,370,4.73,72.73,45.45,63.64,1010,23,1010,1160,28,1340,36,50,1760,2200.0,-57,-228,361,568,964,0.0
2949,2025-08-06,Tsquad_S,France,14EA,2025-08-06,4,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,11,12,12,12,12,0.0
2950,2025-08-06,Tsquad_S,Germany,13TN,2025-08-06,33,4,620,2.25,25.0,25.0,25.0,970,9,970,970,9,970,9,9,970,480.0,-2154,-1636,379,379,835,25.0
2951,2025-08-06,zm_crash,Spain,921,2025-08-06,10,2,40,2.0,50.0,50.0,50.0,60,3,60,60,3,60,3,3,60,260.0,33,33,53,53,53,100.0
2952,2025-08-06,zm_crash,France,0,2025-08-06,8,2,40,1.5,50.0,50.0,50.0,140,3,140,140,3,140,3,3,140,200.0,116,116,117,117,117,0.0
2953,2025-08-06,zm_crash,France,904,2025-08-06,9,7,170,9.29,42.86,14.29,42.86,460,14,480,570,18,1970,41,42,1990,700.0,402,421,496,1489,1519,85.71
2954,2025-08-06,zm_crash,France,925,2025-08-06,9,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,8,16,16,17,17,100.0
2955,2025-08-06,zm_crash,Germany,2,2025-08-06,16,3,60,3.0,66.67,0.0,66.67,60,3,110,170,8,190,9,9,190,480.0,-100,-58,4,20,20,66.67
2956,2025-08-06,zm_crash,Germany,936,2025-08-06,7,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,40,40,40,40,40,0.0
2957,2025-08-06,zm_crash,Italy,0,2025-08-06,11,1,20,3.0,100.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,17,17,17,17,17,100.0
2958,2025-08-06,zm_crash,Italy,904,2025-08-06,18,4,90,4.0,50.0,50.0,50.0,150,7,190,190,9,190,9,16,340,520.0,20,48,116,118,122,75.0
2959,2025-08-05,bulls,Australia,AU_crash,2025-08-05,9,1,28,2.0,100.0,100.0,100.0,56,2,56,56,2,56,2,2,56,130.0,48,48,48,48,48,100.0
2960,2025-08-05,bulls,Canada,CA_crash,2025-08-05,95,15,489,1.27,20.0,6.67,20.0,652,18,683,683,19,683,19,19,683,1950.0,471,499,580,582,582,60.0
2961,2025-08-05,bulls,Spain,ES_crash,2025-08-05,18,4,80,1.0,0.0,0.0,0.0,80,4,80,80,4,80,4,4,80,520.0,56,47,37,63,63,100.0
2962,2025-08-05,bulls,France,FR_crash,2025-08-05,24,3,60,6.33,66.67,66.67,66.67,220,11,220,540,15,840,18,19,870,300.0,160,156,461,780,807,33.33
2963,2025-08-05,cpaiens,France,FR_crash,2025-08-05,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,15,15,15,15,15,100.0
2964,2025-08-05,cpaiens,Italy,IT_slots,2025-08-05,5,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,18,18,18,18,18,0.0
2965,2025-08-05,PerformanceLab,France,137,2025-08-05,6,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,100.0,17,17,17,17,17,100.0
2966,2025-08-05,RMT_one_C,Germany,,2025-08-05,1,1,25,3.0,100.0,0.0,100.0,25,1,25,45,2,65,3,3,65,0.0,21,20,35,50,50,0.0
2967,2025-08-05,trafmedia1,Czech Republic,,2025-08-05,1,1,20,41.0,100.0,100.0,100.0,305,11,387,489,18,734,26,26,734,0.0,258,327,412,628,628,0.0
2968,2025-08-05,TS_slot,Germany,13TN,2025-08-05,72,19,725,2.95,57.89,31.58,47.37,1100,31,1140,2300,44,2420,49,49,2420,3800.0,387,556,1150,1088,1212,10.53
2969,2025-08-05,Tsquad_S,France,14EA,2025-08-05,35,6,129,1.83,33.33,16.67,33.33,149,7,149,199,9,199,9,10,219,600.0,132,129,175,175,191,50.0
2970,2025-08-05,Tsquad_S,France,17EA,2025-08-05,21,4,115,1.0,0.0,0.0,0.0,115,4,115,115,4,115,4,4,115,400.0,98,98,98,98,98,50.0
2971,2025-08-05,Tsquad_S,Germany,13TN,2025-08-05,1,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,42,42,38,38,38,0.0
2972,2025-08-05,Tsquad_S,Germany,14EA,2025-08-05,3,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,17,17,17,17,17,0.0
2973,2025-08-05,zm_crash,France,925,2025-08-05,1,1,30,1.0,0.0,0.0,0.0,30,1,30,30,1,30,1,1,30,100.0,-31,26,26,26,26,0.0
2974,2025-08-05,zm_crash,Germany,2,2025-08-05,9,3,95,1.33,33.33,0.0,33.33,95,3,145,145,4,145,4,4,145,480.0,-26,77,125,125,125,100.0
2975,2025-08-05,zm_crash,Italy,0,2025-08-05,5,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,260.0,59,59,59,59,59,0.0
2976,2025-08-04,bulls,Canada,CA_crash,2025-08-04,7,1,31,1.0,0.0,0.0,0.0,31,1,31,31,1,31,1,1,31,130.0,24,24,24,24,24,0.0
2977,2025-08-04,bulls,France,FR_crash,2025-08-04,4,3,90,1.0,0.0,0.0,0.0,90,3,90,90,3,90,3,3,90,300.0,-56,-69,-31,-25,27,33.33
2978,2025-08-04,cpaiens,France,FR_slots,2025-08-04,2,1,40,7.0,100.0,100.0,100.0,320,7,320,320,7,320,7,7,320,160.0,274,274,274,274,274,0.0
2979,2025-08-04,cpaiens,Italy,IT_slots,2025-08-04,10,3,170,1.0,0.0,0.0,0.0,170,3,170,170,3,170,3,3,170,540.0,143,109,143,143,143,33.33
2980,2025-08-04,TS_slot,Germany,13TN,2025-08-04,57,13,480,11.15,30.77,23.08,30.77,780,18,1030,1030,25,1180,31,41,1470,2600.0,-50,170,686,459,1068,7.69
2981,2025-08-04,Tsquad_S,France,14EA,2025-08-04,21,10,230,1.3,20.0,20.0,20.0,290,13,290,290,13,290,13,13,290,1000.0,-116,14,155,178,178,40.0
2982,2025-08-04,zm_crash,Canada,0,2025-08-04,7,2,50,1.0,0.0,0.0,0.0,50,2,50,50,2,50,2,2,50,260.0,43,43,39,43,43,50.0
2983,2025-08-04,zm_crash,France,925,2025-08-04,8,1,50,2.0,100.0,100.0,100.0,100,2,100,100,2,100,2,2,100,0.0,91,91,91,91,91,0.0
2984,2025-08-04,zm_crash,Germany,2,2025-08-04,6,1,100,7.0,100.0,100.0,100.0,150,2,450,450,6,450,6,6,450,160.0,117,-165,-165,-165,-91,100.0
2985,2025-08-04,zm_crash,Italy,0,2025-08-04,7,2,40,510.5,50.0,50.0,50.0,320,16,640,820,41,2220,111,148,2920,260.0,266,539,706,2020,2643,0.0
2986,2025-08-03,bulls,France,FR_crash,2025-08-03,17,4,140,1.25,25.0,0.0,0.0,140,4,140,140,4,140,4,5,240,400.0,-5,28,69,94,205,75.0
